"userid","userlocation","statusid","statustime","tweet"
"22150590","Salt Lake City, Utah","851451664246734848","2017-04-10 15:07:50",".@realDonaldTrump gives a shout out to @SenMikeLee for his help in confirming @GorsuchNeil for #SupremeCourt"
"769240562561986560","Utah, USA","851448340931690497","2017-04-10 14:54:38","@POTUS still here and waiting I know I am nobody but being rude and not answering will not make stop. The homeless can build your wall."
"20166893","Utah","851443760705576960","2017-04-10 14:36:26","Life begins at the end of your comfort zone. -- Neale Donald Walsch"
"251667263","swimming upstream in Utah","851439398809772032","2017-04-10 14:19:06","@SenRonJohnson @POTUS GD HYPOCRITE.
YOU sir, will go down with donny and the rest of his clowns."
"839491935995854850","Utah, USA","851438525127970817","2017-04-10 14:15:38","None of US are in any position to give advice to POTUS about National Defense!! BOTTOM LINE!!"
"279683174","SL,UT","851436733287747584","2017-04-10 14:08:30","@thehill @POTUS does like golden showers.
- Vlad"
"978862976","Utah","851433096742182913","2017-04-10 13:54:03","@realDonaldTrump Thiss What U Should Have Said 2 Syria Instead Of Sending Missiles &amp; R Military Youve Been Coopted By NWO &amp; McCain #End2MAGA"
"2576534866","Utah, USA","851429429205020672","2017-04-10 13:39:29","@FoxNews @LindseyGrahamSC @POTUS Is this man bi polar"
"336350749","Salt Lake City, UT","851428858452561920","2017-04-10 13:37:13","@rollcall Here it is - Trump is inviting Putin and Assad to Mar Lago for a round of golf. Stay tuned!"
"744268278684540928","Salt Lake City, UT","851423321803509764","2017-04-10 13:15:13","@VET55USA @brooklynjose22 @JustinCaffier @realDonaldTrump @USNavy I want that shirt. Where did you buy it ?"
"740577573990604802","Salt Lake City, UT","851418743502536705","2017-04-10 12:57:01","@j_r_mitch @FoxNews @POTUS @StephenBaldwin7 Of both of them"
"725111657446305792","Utah, USA","851397014843609089","2017-04-10 11:30:41","@LouDobbs @POTUS I can see the republicans hatefulness is in full swing and Lou dobbs thanks for stirring up their craziness"
"725111657446305792","Utah, USA","851396015160606721","2017-04-10 11:26:42","@LouDobbs @POTUS Fake news Lou Dobson tell the truth stop the lies"
"21290769","Salt Lake City","851388513622794240","2017-04-10 10:56:54","Is @Joenbc cheating on @morningmika with @realdonaldtrump cause it sure sounds like it, To russia with love. #msnbc #morningjoe"
"876259742","Utah","851385474153234433","2017-04-10 10:44:49","Well, Twitter is pissed off at me for speaking my mind.  Yet Donald the ""slaughter"" Trump can go throwing missiles at Syria.  Damascus next?"
"760539387171975172","Utah, USA","851379586172469248","2017-04-10 10:21:25","Why can US launch airstrike on #Syria based on lies? Because American public asleep, believes MSM. #DeepState pulls @realDonaldTrump strings"
"2856447842","El Cerrito, CA & SLC, Utah","851359099354624000","2017-04-10 09:00:01","@MattBruenig you still have the capacity to be surprised in the era of Trump &amp; Sheriff Arpaio?"
"19401654","Salt Lake City, UT","851905692294201344","2017-04-11 21:11:59","@POTUS By gangs and cartels, you mean the GOP and big pharma, right?"
"801938645607448580","Orem, Utah","851903893420228608","2017-04-11 21:04:50","People, your not going to like this, Donald Trump has failed the economic system. :-o"
"843879457991544833","Salt Lake City, UT","851902058525409280","2017-04-11 20:57:32","@realDonaldTrump You definitely do not have America First-only Putin and your old rich friends. Did you meet w/United Airlines CEO"
"843879457991544833","Salt Lake City, UT","851900779124318208","2017-04-11 20:52:27","@HHSGov Why dont you start investigating if Trump is trying to sabotage ACA? You should be defending the laws already in place."
"179607750","Tooele, Utah","851898269391245312","2017-04-11 20:42:29","@FoxNews @POTUS @MariaBartiromo Smart move!!!"
"1355177082","Salt Lake City, UT","851896911497973760","2017-04-11 20:37:05","#fireSpicer (and take Trump with you)"
"374354279","utah","851895578527019008","2017-04-11 20:31:48","@karangoel @realDonaldTrump This meme is so overplayed. Just like the liberals talking points.  Please new material."
"725111657446305792","Utah, USA","851895115568209920","2017-04-11 20:29:57","@realDonaldTrump Yet here you are tweeting"
"1033330783","Salt Lake City, UT, USA","851893100926644226","2017-04-11 20:21:57","Is now a good time to share my theory that sean spicer is a double agent pledged to make the trump administration look as stupid as possible"
"26825919","Utah","851891021902266368","2017-04-11 20:13:41","Me:  Trump skipped the Passover Seder and did not ask to meet with the Pope. 
Spouse:  He is still working on Two Corinthians."
"1641570926","Salt Lake City, Utah","851886605413392384","2017-04-11 19:56:08","@McFaul The Trump Admin is becoming more &amp; more unhinged everyday."
"353883834","Salt Lake City, UT","851886412026724352","2017-04-11 19:55:22","@LOLGOP Trump dignifies his own job?!"
"262932432","Salt Lake City, Utah","851885904016818176","2017-04-11 19:53:21","Obama spent $97M on travel in 8 years, what a villain! Trump has spent $21M in 6 weeks on weekenders to Mar-a-Lago. My taxes at work! #MAGA"
"60171886","Utah, Salt Lake City","851885112627142656","2017-04-11 19:50:12","@ScottyG1280 Trump will go down in history as a much better president than Obama."
"533370212","Utah","851882569549230080","2017-04-11 19:40:06","@THEDEREKisHERE @TheWard1979 @ronnieo147 @Greatofslate147 @realDonaldTrump my degree in econ says u have no idea what you are talking about"
"2866075717","Utah, USA","851881673289474048","2017-04-11 19:36:32","@NancyPelosi @realDonaldTrump  Nancy you can fool some of the people some of the time....."
"2866075717","Utah, USA","851881441331892224","2017-04-11 19:35:37","@NancyPelosi @realDonaldTrump uane not a strategy for jobs but sure ENDEARING to We the people!  Love Trump!"
"1013986122","utah","851879257164795904","2017-04-11 19:26:56","Sean Spicer speaks for the President when he talks of Holocaust Centers etc he must be fired and Trump should apologize from the same dais."
"14800583","Utah","851877013732204545","2017-04-11 19:18:01","NRA: ""We need a distraction. With no shooting in it.""
TRUMP: ""Bomb an airstrip?""
NRA: ""Kinda shooty.""
SPICER: ""How about holocaust denial?"""
"286383470","Utah","851876369361362944","2017-04-11 19:15:28","@swfrocha @realDonaldTrump And also because he cannot tell the truth"
"24500844","Utah, USA","851875193542721536","2017-04-11 19:10:47","Did Spicer get his degree at Trump University? He is the worst press secretary ever. Concentration camps, not holocaust centers, Spicer."
"788465199556669440","A Tor-ed up VPN in Utah","851872994444025856","2017-04-11 19:02:03","Broke:Missiles a message to Assad

Woke:Missiles a message to Kim

Enlightened:Trump starting WWIII so NK will nuke Democrat voters on coast"
"2910296536","Salt Lake City, Utah","851872494000549888","2017-04-11 19:00:04","@MikeHimsworth Trump might be more compelling and persuasive than many give think."
"844672105857789953","Utah, USA","851872293995167745","2017-04-11 18:59:16","@Twingrammya @RealMemeAlert @desire_true @Mike_P_Williams @realDonaldTrump What name calling?"
"818241294","Salt Lake City, UT","851872249430671360","2017-04-11 18:59:05","do I look like I want to talk to a trump supporter at the dog park on my day off"
"844672105857789953","Utah, USA","851871471437701120","2017-04-11 18:56:00","@RealMemeAlert @desire_true @Mike_P_Williams @realDonaldTrump And you CAN reason with @POTUS?"
"1013986122","utah","851870561554677760","2017-04-11 18:52:23","Presidents spokesman, from the White House, denies Holocaust while Steve Bannon jacks off in the background."
"254238259","Salt Lake City, Utah","851869819741675520","2017-04-11 18:49:26","@Jesus_M_Christ Trump:   Hold my balls"
"2597534192","Utah, USA","851868099070394368","2017-04-11 18:42:36","Trump family has appearances of Royal Family governing the USA. King/queen,princes,princess, dukes, dutchess, influencing profiting from Gov"
"1013986122","utah","851867767024132096","2017-04-11 18:41:17","Sean Spicer should be escorted out of the White House."
"780613709290885121","Moab, Utah","851866034990600192","2017-04-11 18:34:24","@BraddJaffy Just stick to the devil, how trump compared Hillary."
"21099846","Clinton Utah","851865858183790592","2017-04-11 18:33:42","@POTUS Gorsuch is a stolen seat from President Obama. Rules changed by Repubs to get him passed  A newcandidate should have been the resolve"
"21099846","Clinton Utah","851865174508060672","2017-04-11 18:30:59","@POTUS U r the stupidest thing ever. Tweeting threats to countries is the dumbest action any diplomat can take.  I guess ur not a diplmat."
"21099846","Clinton Utah","851864221889331201","2017-04-11 18:27:12","@POTUS U r going to hold the record for excessive golfing.  I thought u said there would be to much work to do.  LIAR  #ImpeachTrump"
"19715689","Salt Lake City, Utah","851863965214711808","2017-04-11 18:26:10","""Ron Howard voice"" chyrons of Trump admin press events will be a lasting monument of 21st century cable news."
"52760470","Utah","851857958489030656","2017-04-11 18:02:18","To some in congress, Democrat power in congress (making trump look bad) is worth more than millions of lives in South Korea."
"30912834","Salt Lake CIty, UT","851857578174717952","2017-04-11 18:00:48","@JoshhTerry Bet the rule lover voted for Herr Trump"
"2275494277","Utah, USA","851855233617735680","2017-04-11 17:51:29","@Lovablejerk07 @ftfy911 @FoxNews @realDonaldTrump Quite simple, ask for donations.
Monetary, materials and man power."
"91699405","Grantsville, Utah","851853858330431488","2017-04-11 17:46:01","@jihadaeon @HouseCracka @CrimsonMariner @POTUS Amen"
"403485611","Salt Lake City, UT","851853692777119744","2017-04-11 17:45:21","It seems fair to hope that Trump may not even run for reelection, knowing anyone but Clinton would beat him."
"777724726898679808","Utah, USA","851850431697272834","2017-04-11 17:32:24","@ZakiNathani @OfficialSPGB @POTUS Not at all. Lefties look out for each other"
"18596234","Salt Lake City, UT","851848742437302272","2017-04-11 17:25:41","@crehage @realDonaldTrump On GOLF!"
"2431122458","Utah","851846193575370752","2017-04-11 17:15:33","@logical_latina @JKH2 Total agreement !!! I think a middle class worker of some sort should be our POTUS. Or someone in poverty."
"26446520","Utah","851845133821648896","2017-04-11 17:11:21","@realDonaldTrump should have his twitter account and golf clubs taken away from him. Treat him like the man-child he is."
"4478215214","Mormon Occupied Utah","851844088513011712","2017-04-11 17:07:11","@POTUS No they are not Trump quit being a warmonger for neocons and Israel. You just want a central bank in Pyongyang for your masters."
"31719271","Utah","851841539198156800","2017-04-11 16:57:04","@SenSanders So your criticism of Trump is now based on rumors? Nice. Go away loser."
"3229779541","Utah, USA","851839142212157441","2017-04-11 16:47:32","@realDonaldTrump CRUSH THEM..."
"3229779541","Utah, USA","851838638195396609","2017-04-11 16:45:32","@realDonaldTrump Go TRump."
"254238259","Salt Lake City, Utah","851838255804723201","2017-04-11 16:44:01","Can you imagine the backlash if Hillary brought Chelsea into the White House and she became a top advisor?  #ivankatrump"
"15918412","Utah","851837659760607233","2017-04-11 16:41:39","The worst part of Trump presidency is insane bipartisan. In 4 years a Dem will be pres and will tear the country apart the other direction."
"179607750","Tooele, Utah","851834717888430080","2017-04-11 16:29:57","@marthamaccallum THOSE WHO CREATED THE RUSSIA/TRUMP STORY ARE REVIEWING THEIR ""RESISTANCE"" PLAN OF ACTION DUE TO GETTING THEIR BUTTS KICKED!"
"841553655782289409","Salt Lake City, UT","852050286885576704","2017-04-12 06:46:33","@realDonaldTrump do you even realize how many innocent people will die because of this"
"388700097","Salt Lake City, USA","852049915974787072","2017-04-12 06:45:04","@realDonaldTrump Holy fuck this is real. Thought i was way drunker for a sec"
"727749750821359616","Utah, USA","852042473006260226","2017-04-12 06:15:30","Hey @POTUS Another round of golf Errrr I meant ""business meetings"" this weekend? Hey, at least you are ""Making your golf game great again"""
"924705229","Salt lake city ,Kolkata, India","852040456946855937","2017-04-12 06:07:29","@ChicagoMGD @realDonaldTrump hey dude, stop watching MSM...... research for yourself"
"2354171449","Layton, Utah","852038862532599809","2017-04-12 06:01:09","@samlymatters @realDonaldTrump @MariaBartiromo @FoxBusiness You win the goddamn internet."
"415999427","Salt Lake City, UT","852032511244771328","2017-04-12 05:35:55","@Nojatha @etman09 @realDonaldTrump Japanese was the king of human killer in WWII"
"54607527","Millcreek, Utah","852025654006562817","2017-04-12 05:08:40","@thinkprogress Is it just me, or does this guy look like he should be in the Trump administration?"
"758596955102601216","Utah, USA","852024837316857856","2017-04-12 05:05:25","Why did FBI, CIA, and NSA waste tax dollars to set up surveillance on Trump Tower, instead of surveillance on alien criminals?"
"415999427","Salt Lake City, UT","852024753875439616","2017-04-12 05:05:05","@rolandscahill @realDonaldTrump Both of them are great leaders"
"833214562719510528","Utah","852023616933842944","2017-04-12 05:00:34","@ziroth @Tlomz27 @_Unionistparty @ScottPresler I hear ya. Trump and family will make money off of war."
"833214562719510528","Utah","852021937425403904","2017-04-12 04:53:54","@ScottPresler @AntLeonard73 you are an idiot. Trump choses money over AMERICANS"
"833214562719510528","Utah","852021207868227588","2017-04-12 04:51:00","@Rooven1 @ScottPresler call Russia and trump ask them how they helped him cheat! Bahaha"
"833214562719510528","Utah","852018725066653696","2017-04-12 04:41:08","@DJTJohnMiller crooked trump and his whole shitty minions. And Russian buddy!"
"19263123","Salt Lake City, UT","852018143832588288","2017-04-12 04:38:49","@realDonaldTrump Please listen to your Chief Strategist. Kushner needs some tough love, he should pack his bags. America loves you #Trump!"
"42159178","Salt Lake City, UT","852017353403506692","2017-04-12 04:35:41","Trump: Best president yet! #OffendEveryoneIn4Words"
"135557781","salt lake city, Utah","852008945292005377","2017-04-12 04:02:16","@realDonaldTrump Your a deranged madman.  You stupid fool."
"412939699","Utah, USA","852008282931646464","2017-04-12 03:59:38","@karynbaum @RWPUSA The irony of it all. Trump is a narcissist with dementia and Hillary has a brilliant mind. But he is POTUS. UNBELIEVABLE!"
"347593445","South Jordan,Utah","852006270684897281","2017-04-12 03:51:39","I will never fly Delta again!
#Hannity #Trump #loudobbs #USA #Delta"
"460733576","Park City, Utah","852004653029933056","2017-04-12 03:45:13","Yo! @donlemon... that is two nights in a row your guest panels have gotten out-of-control! The @realDonaldTrump golf trips was epic. #BadAss"
"822647366117445632","Utah","852004050631499777","2017-04-12 03:42:49","@outspokenshrink @pbump @aravosis @realDonaldTrump LMAO ""gay shrink""?  Identify politics much?  Hahahaha. Good god."
"3274745119","Utah, USA","852001368663445504","2017-04-12 03:32:10","@MMFlint The Trump Administration just sets the bar lower &amp; lower each day. The impeachment is taking way too long!"
"876269905","Utah","852001081022267392","2017-04-12 03:31:01","@donlemon Methinks .@JackKingston doth protest too much. Too defensive. Maybe he should be investigated in Trump-Russia connection!"
"3035044123","Salt Lake City Utah ","851997719157592065","2017-04-12 03:17:40","@WhiteHouse Magnitude 5.6 earthquake58 km from Laoang, Northern Samar, Philippines · Apr 9, 6:43 PM"
"160192002","Utah, USA","851995371626561536","2017-04-12 03:08:20","@Shoq @FoxNews Trump will be either in prison or dead by 2020."
"179607750","Tooele, Utah","851994654266474496","2017-04-12 03:05:29","@POTUS Great!!!"
"1859272040","Utah, USA","851993692843814912","2017-04-12 03:01:40","@KickALS @AynRandPaulRyan @realDonaldTrump He put Congress in charge of Healthcare Reform.  They let the public down....again and again!"
"700533327107764224","Salt Lake City, UT","851993490888249344","2017-04-12 03:00:52","Volunteer or ""Wall of tears"" #NewUnitedAirlinesMottos #DonaldTrump"
"1859272040","Utah, USA","851992333973282816","2017-04-12 02:56:16","@josephamodeo @realDonaldTrump @POTUS Would you shut the hell up?
So sick of you talking to yourself!"
"155971246","Salt Lake City","851991325142417408","2017-04-12 02:52:15","I trust Donald Trump #OffendEveryoneIn4Words"
"3190396374","he/him || 17 || utah","851990449761865729","2017-04-12 02:48:47","i had a dream that Trump is repeating history from 1917 when the US entered WWI so that he can send us back to the early 20th century"
"73829232","Salt Lake City, Utah","851990252033933312","2017-04-12 02:47:59","@realDonaldTrump You are such an ignorant fool!! RESIGN!"
"1939206174","Salt Lake City Utah ","851989942381170688","2017-04-12 02:46:46","@realDonaldTrump Get yourself some good sleep tonight. You have an early morning twitter tirade waiting for you. #carterpage"
"2597182416","Utah","851984779922685952","2017-04-12 02:26:15","@potus @seanhannity  @ChloeBennet4 @carlychaikin @ChristianSlater @ItsRamiMalek to the @USNavy thank you for protecting my freedoms be safe!"
"394533747","Utah","851982104976117762","2017-04-12 02:15:37","dj khaled is on the voice and donald trump is president. huh???"
"38971156","Utah, USA","851978812753682433","2017-04-12 02:02:32","@POTUS Never back down... never show fear, always stand tall for who you are, America will be great again with you at her helm."
"2914787114","Utah","851976671750004736","2017-04-12 01:54:02","@Donald_Wood Saw #ShinsukeNakamura vs  Hiroshi Tanahashi at G1 on Daily Motion during lunch time. I like it. Epic match in my opinion."
"250299412","University of Utah ","851975645714423808","2017-04-12 01:49:57","I miss Obama 
Trump blows 
I hate that segregation was a thing
women deserve rights to their bodies 
fuck violence 
bad drivers need to go"
"924705229","Salt lake city ,Kolkata, India","851972689313058816","2017-04-12 01:38:12","@ItIzBiz So Trump was monitored
I mean wiretapped by Obama"
"924705229","Salt lake city ,Kolkata, India","851971293926838272","2017-04-12 01:32:39","TRUMP WILL BE REELECTED

 #OffendEveryoneIn4Words"
"924705229","Salt lake city ,Kolkata, India","851970850635096065","2017-04-12 01:30:54","TRUMP IS YOUR PRESIDENT

 #OffendEveryoneIn4Words"
"22786791","Salt lake City. Ut","851968378629570560","2017-04-12 01:21:04","Just curious. But if the names of Americans talking with foreign agents are masked, how would Rice have known they were Trump surrogates?"
"805434377945522177","Salt Lake City, UT","851967475558170624","2017-04-12 01:17:29","@realDonaldTrump I bet Ron Estes wants to throw up now. If I ever saw Dirtbag Trump say I was a great guy I would probably shoot myself."
"805434377945522177","Salt Lake City, UT","851967024070770688","2017-04-12 01:15:41","@realDonaldTrump You are a douchebag. Sorry, not very eloquent but heartfelt."
"1013986122","utah","851965446794256384","2017-04-12 01:09:25","Sean Spicer, in true Trump fashion, attempts an over-the-top statement and steps on his Dick over and over again."
"37962787","Utah","851963870268628992","2017-04-12 01:03:10","@Acosta WMDs may have been ALL Russia, to give Trump an excuse to lob some missiles to prove he isnt colluding with Russia."
"57559727","Utah, USA","851962146439262208","2017-04-12 00:56:19","Trump needs to get out of office man lol"
"825539951357947904","Utah, USA","851958608090861568","2017-04-12 00:42:15","@realDonaldTrump Holy shit, WTF IS WRONG WITH YOU? YOU ARE DELUSIONAL!!"
"788465199556669440","A Tor-ed up VPN in Utah","851956257128726528","2017-04-12 00:32:54","@4thGenAmerican @SeekerofTruth0 @Trump__Girl But they say ""no homo"""
"29926864","San Juan County, Utah","851953322638557184","2017-04-12 00:21:15","@DeeTx1953 @SutherlandInst @POTUS Lived here my entire life &amp; I vehemently oppose this monument. It was done TO us, not WITH us."
"2903061073","Salem Utah","851952864008318977","2017-04-12 00:19:25","trump administration why am I paying the most taxes ever with nothing to show for it, when promised ""biggest tax break since Reagan?"""
"48090536","Murray, Utah, U.S.A.","851950770781999104","2017-04-12 00:11:06","@realDonaldTrump Do try not to sacrifice South Korea in the process, macho-man."
"845730026901319680","Utah, USA","851950649386319872","2017-04-12 00:10:37","@realDonaldTrump How about an American Forum? With a true representation of the Citizens of the country."
"48090536","Murray, Utah, U.S.A.","851950144685719552","2017-04-12 00:08:37","The genius in the White House is finally figuring out that Assad is a bad person and that Russia is his friend. Quite the learning-curve!"
"1365534667","Utah","851949018812993537","2017-04-12 00:04:09","@washingtonpost @Phil_Lewis_ And nary a thought or a prayer from @realDonaldTrump @GOP or @NRA.

Maybe because of brownskinitis?"
"133012637","salt lake city","851947779274362880","2017-04-11 23:59:13","@POTUS ammmmm 600000 jobs from where?can we please check the numbers?"
"742074525211201536","Utah, USA","851946807412137984","2017-04-11 23:55:21","@JoranVT @TracyVanity @BernieSanders Oh, and Trump cares??? BS!!!!"
"808536907231727616","Utah, USA","851945415020863488","2017-04-11 23:49:49","@RealAlexJones @POTUS To all actors just  stick to acting"
"735175837","salt lake city","851943722388398080","2017-04-11 23:43:06","Trump is going to Twitter his way into World War 3."
"36468648","Salt Lake City","851942055622443008","2017-04-11 23:36:29",".@joshualyman White House press briefing suddenly seems downright elegant."
"326887921","Salt Lake City, Utah","851939137665904640","2017-04-11 23:24:53","Press focused on Spicer gaffe while POTUS is streaming head full speed in multiple directions. Call POTUS!"
"1365534667","Utah","851938222242279424","2017-04-11 23:21:15","Dear Everyone in the World,

On behalf of sane Americans, I apologize for @PressSec @realDonaldTrump and @GOP

#Resistance will  triumph."
"805461358229655552","Utah, USA","851932017243561984","2017-04-11 22:56:35","@juliaritchey The fact he praises Trump shows his slide into dementia is increasing.  Also his normal party over country(ism) and toadyism."
"105007589","West Valley, Utah","851927077192220673","2017-04-11 22:36:57","@Zivadiva51 @JuddApatow That @realDonaldTrump just loves him some racists! #TheResistance"
"846447774","Utah, USA","851919273987522560","2017-04-11 22:05:57","@JordanUhl @POTUS @jirdanuhi It will be you and your family that will be leaving our country!"
"518211972","Utah","851915630735269888","2017-04-11 21:51:28","@KingAbdullahII speaks English better than our own @POTUS. Thanks for really showing us off as a people, @realDonaldTrump #WhiteHouse"
"740577573990604802","Salt Lake City, UT","851915418193219585","2017-04-11 21:50:38","@chrislhayes I believe your colleague @JoeNBC believes it was for ""business Trump voters"""
"805461358229655552","Utah, USA","852224289721925633","2017-04-12 18:17:58","@SecretaryZinke @Interior @POTUS You actually mean more friendly to big business and the wealthy, and the less friendly to middle class."
"442593662","Salt Lake City","852222797040410624","2017-04-12 18:12:03","Keep your eye on the Trump/Russia connection. The goal is to lift sanctions, everything else is kabuki/false flag/head fake/SQUIRREL!!!"
"1861502030","Salt Lake City, UT","852220010470690816","2017-04-12 18:00:58","Do you think President Trump should #RescindBearsEars? We do! #TrumpThisMonument"
"1392604188","Salt Lake City, Utah","852210198550724608","2017-04-12 17:21:59","@ChrisCuomo We keep hearing that but nothing seems to be happening in regard to this POTUS Russian alliance. Might we be over hyping this?"
"62094918","Syracuse Utah","852208472225718285","2017-04-12 17:15:07","@camanpour  You are only person on  CNN who makes any sense-watched you for years &amp; you have facts better than even Wolf. Am avid Trump man"
"830501970985132033","Utah, USA","852207057591717888","2017-04-12 17:09:30","@zahidshahafridi @BirrenkottK  Not offended! Google her. Least qualified Sec of Education ever. Trump appointed her. Embarrassingly bad"
"807311199595397120","Beautiful Utah","852203801025040384","2017-04-12 16:56:34","@JasonKander I think everyone except Trump is asking the question."
"179607750","Tooele, Utah","852203031508787200","2017-04-12 16:53:30","@realDonaldTrump HOW COME THE FBI &amp; CIA ARE NOT COOPERATING WITH CONGRESS ON THEIR INVESTIGATIONS? SUSAN RICE?UNMASKING? OBAMA SHADOW GOV???"
"305877707","Salt Lake City, UT","852202761378594816","2017-04-12 16:52:26","@gerfingerpoken2 WHY IS HE STILL THERE? HE SHOULD B THE 1ST TO GO! CLEAN THE DARN SWAMP! @realDonaldTrump"
